event_category,event_start,event_end,event_datetime,Time,Event URL
Workshop,2025-05-26,2026-09-26,2025-05-26 10:00:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18818221
Andet motionstilbud,2025-08-19,2026-05-05,2025-08-19 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19355798
Andet motionstilbud,2025-08-19,2026-05-05,2025-08-19 08:45:00,08.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19352209
Andet motionstilbud,2025-08-20,2026-05-20,2025-08-20 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19797921
Andet motionstilbud,2025-08-20,2026-05-20,2025-08-20 18:45:00,18.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19797821
Gymnastik/aerobic,2025-08-20,2026-06-17,2025-08-20 18:50:00,18.50,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19797871
Andet motionstilbud,2025-08-21,2026-05-07,2025-08-21 15:15:00,15.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19868566
Andet motionstilbud,2025-08-22,2026-05-08,2025-08-22 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19868511
Undervisning,2025-08-28,2026-04-30,2025-08-28 18:10:00,18.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19351409
Andet motionstilbud,2025-09-01,2026-04-29,2025-09-01 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19868779
Andet motionstilbud,2025-09-01,2026-06-01,2025-09-01 12:45:00,12.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19937257
Andet motionstilbud,2025-09-02,2026-04-28,2025-09-02 09:30:00,09:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19100461
Andet motionstilbud,2025-09-02,2026-05-12,2025-09-02 15:45:00,15.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19406806
Andet motionstilbud,2025-09-03,2026-05-06,2025-09-03 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19868476
Undervisning,2025-10-20,2026-06-29,2025-10-20 17:00:00,17:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19262679
Undervisning,2025-10-22,2026-06-24,2025-10-22 17:00:00,17:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19262683
Billedkunst,2026-01-01,2026-12-31,2026-01-01 11:00:00,11:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19883092
Historisk,2026-01-02,2026-12-22,2026-01-02 10:00:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18176130
Kunsthåndværk,2026-01-02,2026-12-22,2026-01-02 10:00:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18176132
Installation,2026-01-02,2026-12-22,2026-01-02 10:00:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18176140
Historisk,2026-01-02,2026-12-22,2026-01-02 10:00:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18176141
Historisk,2026-01-02,2026-12-22,2026-01-02 10:00:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19384145
Kunsthåndværk,2026-01-02,2027-12-22,2026-01-02 10:00:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18925206
Undervisning,2026-01-05,2026-06-01,2026-01-05 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728058
Gymnastik/aerobic,2026-01-05,2026-06-15,2026-01-05 18:45:00,18.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728689
Undervisning,2026-01-06,2026-05-19,2026-01-06 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728230
Gymnastik/aerobic,2026-01-06,2026-05-26,2026-01-06 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728712
Andet motionstilbud,2026-01-06,2026-06-09,2026-01-06 16:30:00,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728497
Gymnastik/aerobic,2026-01-06,2026-06-16,2026-01-06 11:45:00,11.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728687
Gymnastik/aerobic,2026-01-07,2026-04-29,2026-01-07 09:30:00,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19858958
Undervisning,2026-01-07,2026-05-27,2026-01-07 12:40:00,12.40,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728049
Gymnastik/aerobic,2026-01-07,2026-06-03,2026-01-07 12:15:00,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728599
Andet motionstilbud,2026-01-07,2026-06-10,2026-01-07 08:30:00,08.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728416
Gymnastik/aerobic,2026-01-07,2026-06-17,2026-01-07 17:30:00,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728345
Andet motionstilbud,2026-01-07,2026-06-17,2026-01-07 20:30:00,20.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728006
Undervisning,2026-01-07,2026-06-24,2026-01-07 19:30:00,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728707
Gymnastik/aerobic,2026-01-08,2026-04-30,2026-01-08 18:15:00,18.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728710
Andet motionstilbud,2026-01-08,2026-05-21,2026-01-08 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728631
Gymnastik/aerobic,2026-01-08,2026-06-18,2026-01-08 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728022
Undervisning,2026-01-12,2026-05-04,2026-01-12 21:15:00,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728558
Undervisning,2026-01-12,2026-05-11,2026-01-12 11:50:00,11.50,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728606
Undervisning,2026-01-12,2026-05-18,2026-01-12 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728431
Skøjteløb,2026-01-13,2026-05-09,2026-01-13 20:30:00,20.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19751012
Undervisning,2026-01-13,2026-05-12,2026-01-13 11:50:00,11.50,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728053
Undervisning,2026-01-19,2026-04-27,2026-01-19 09:15:00,09.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19351722
Undervisning,2026-01-22,2026-04-30,2026-01-22 12:40:00,12.40,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19730958
Undervisning,2026-01-27,2026-05-05,2026-01-27 13:40:00,13.40,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728613
Undervisning,2026-01-27,2026-06-02,2026-01-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19978705
Møder,2026-02-17,2026-05-12,2026-02-17 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19644171
Undervisning,2026-02-19,2026-04-30,2026-02-19 15:45:00,15.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728644
Undervisning,2026-02-25,2026-05-06,2026-02-25 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728624
Billedkunst,2026-02-26,2026-05-31,2026-02-26 23:59:00,23.59,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19686824
Natur,2026-03-06,2026-05-31,2026-03-06 23:59:00,23.59,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19863171
Andet motionstilbud,2026-03-09,2026-05-04,2026-03-09 16:45:00,16.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19917892
Kunsthåndværk,2026-03-27,2026-10-25,2026-03-27 10:00:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19997104
Kunsthåndværk,2026-03-27,2026-10-25,2026-03-27 10:00:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19783845
Kunsthåndværk,2026-03-29,2026-08-30,2026-03-29 14:00:00,14:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19741592
"Workshop, Børn",2026-03-31,2026-06-16,2026-03-31 10:00:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19783847
Undervisning,2026-04-07,2026-05-28,2026-04-07 12:40:00,12.40,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19895567
Undervisning,2026-04-09,2026-05-07,2026-04-09 21:30:00,21.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19773828
Undervisning,2026-04-09,2026-05-28,2026-04-09 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19861899
Natur,2026-04-10,2026-06-26,2026-04-10 15:00:00,15:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19710116
Gymnastik/aerobic,2026-04-13,2026-05-18,2026-04-13 14:30:00,14.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728073
Undervisning,2026-04-13,2026-05-18,2026-04-13 15:30:00,15.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728010
Andet motionstilbud,2026-04-13,2026-05-18,2026-04-13 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728130
Workshop,2026-04-15,2026-05-06,2026-04-15 17:00:00,17:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19586089
Undervisning,2026-04-15,2026-06-17,2026-04-15 17:15:00,17.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19852314
Danseundervisning,2026-04-15,2026-06-17,2026-04-15 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19735952
Undervisning,2026-04-16,2026-05-28,2026-04-16 10:00:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19808856
Omvisning,2026-04-19,2026-06-21,2026-04-19 10:30:00,10:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728865
Workshop,2026-04-21,2026-08-25,2026-04-21 17:00:00,17:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19710120
Foredrag,2026-04-22,2026-05-07,2026-04-22 18:30:00,18:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19084640
Undervisning,2026-04-23,2026-08-17,2026-04-23 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728094
Omvisning,2026-04-24,2026-06-27,2026-04-24 11:00:00,11:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19896587
Omvisning,2026-04-25,2026-06-28,2026-04-25 11:00:00,11:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19896586
Musik,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19759320
Foredrag,2026-04-27,2026-04-27,2026-04-27 19:30:00,19:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19491658
Andet,2026-04-27,2026-04-27,2026-04-27 20:30:00,20:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19535616
Ketchersport,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810186
Andet motionstilbud,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810841
Fitness/styrketræning,2026-04-27,2026-04-27,2026-04-27 10:15:00,10.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810233
Andet motionstilbud,2026-04-27,2026-04-27,2026-04-27 09:30:00,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810695
Vandretur/stavgang,2026-04-27,2026-04-27,2026-04-27 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810800
Fitness/styrketræning,2026-04-27,2026-04-27,2026-04-27 10:45:00,10.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810408
Dokumentar,2026-04-27,2026-04-27,2026-04-27 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879655
Action/Drama,2026-04-27,2026-04-27,2026-04-27 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879287
Tegnefilm/Animation,2026-04-27,2026-04-27,2026-04-27 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879606
Action/Drama,2026-04-27,2026-04-27,2026-04-27 11:40:00,11.40,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19880306
Andet motionstilbud,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810467
Andet motionstilbud,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810705
Andet motionstilbud,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810248
Science Fiction,2026-04-27,2026-04-27,2026-04-27 13:45:00,13.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879398
Action/Drama,2026-04-27,2026-04-27,2026-04-27 14:30:00,14.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879652
Gymnastik/aerobic,2026-04-27,2026-04-27,2026-04-27 15:20:00,15.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810492
Action/Drama,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19848187
"Lyrik/oplæsning, Børn",2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19346304
Andre Film,2026-04-27,2026-04-27,2026-04-27 16:30:00,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847345
Lyrik/oplæsning,2026-04-27,2026-04-27,2026-04-27 16:30:00,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19358217
"Danseundervisning, Børn",2026-04-27,2026-04-27,2026-04-27 17:55:00,17.55,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810051
"Andet boldspil, Børn",2026-04-27,2026-04-27,2026-04-27 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810621
Andet,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19725287
"Løbetræning/jogging, Børn",2026-04-27,2026-04-27,2026-04-27 17:15:00,17.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810761
"Danseundervisning, Børn",2026-04-27,2026-04-27,2026-04-27 17:30:00,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810676
For børn,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810830
"Danseundervisning, Børn",2026-04-27,2026-04-27,2026-04-27 18:05:00,18.05,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810708
Andet motionstilbud,2026-04-27,2026-04-27,2026-04-27 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810440
Foredrag,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19415361
Gymnastik/aerobic,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810714
Foredrag,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19455992
Andet motionstilbud,2026-04-27,2026-04-27,2026-04-27 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810579
"Danseundervisning, Børn",2026-04-27,2026-04-27,2026-04-27 19:10:00,19.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810209
Gymnastik/aerobic,2026-04-27,2026-04-27,2026-04-27 19:15:00,19.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810031
Andet boldspil,2026-04-27,2026-04-27,2026-04-27 19:15:00,19.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810541
Anden forestilling,2026-04-27,2026-04-27,2026-04-27 19:30:00,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18739244
Skuespil,2026-04-27,2026-04-27,2026-04-27 19:30:00,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19157404
Andre Film,2026-04-27,2026-04-27,2026-04-27 19:30:00,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847466
"Danseundervisning, Børn",2026-04-27,2026-04-27,2026-04-27 20:10:00,20.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810068
Thriller/Gyser,2026-04-27,2026-04-27,2026-04-27 21:15:00,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878826
Foredrag,2026-04-28,2026-04-28,2026-04-28 17:00:00,17:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19839696
Folk/Vise/Country,2026-04-28,2026-04-28,2026-04-28 19:30:00,19:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19802233
Andet motionstilbud,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813588
Andet motionstilbud,2026-04-28,2026-04-28,2026-04-28 09:30:00,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813835
Andre Film,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19785330
Fitness/styrketræning,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813595
Gymnastik/aerobic,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813572
Fitness/styrketræning,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19814087
Tegnefilm/Animation,2026-04-28,2026-04-28,2026-04-28 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879442
Action/Drama,2026-04-28,2026-04-28,2026-04-28 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879418
Tegnefilm/Animation,2026-04-28,2026-04-28,2026-04-28 16:20:00,16.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879279
Action/Drama,2026-04-28,2026-04-28,2026-04-28 12:15:00,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19880591
Danseundervisning,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813587
Andet motionstilbud,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813828
Andre Film,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847243
Komedie/Romantik,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879290
Dokumentar,2026-04-28,2026-04-28,2026-04-28 14:30:00,14.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19880082
Gudstjeneste,2026-04-28,2026-04-28,2026-04-28 14:30:00,14.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19783606
Komedie/Romantik,2026-04-28,2026-04-28,2026-04-28 14:50:00,14.50,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879445
"Lyrik/oplæsning, Børn",2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19346100
"Kampsporttræning, Børn",2026-04-28,2026-04-28,2026-04-28 16:30:00,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813529
Andet motionstilbud,2026-04-28,2026-04-28,2026-04-28 16:30:00,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813982
Musik,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728569
"Kampsporttræning, Børn",2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813973
"Andet motionstilbud, Børn",2026-04-28,2026-04-28,2026-04-28 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813966
Møder,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19804119
Ketchersport,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908287
"Ketchersport, Børn",2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813638
"Ketchersport, Børn",2026-04-28,2026-04-28,2026-04-28 17:15:00,17.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813795
Action/Drama,2026-04-28,2026-04-28,2026-04-28 17:30:00,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19880638
"Kampsporttræning, Børn",2026-04-28,2026-04-28,2026-04-28 17:30:00,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813818
Fodboldtræning,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813604
"Kampsporttræning, Børn",2026-04-28,2026-04-28,2026-04-28 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813932
Andet motionstilbud,2026-04-28,2026-04-28,2026-04-28 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813923
Action/Drama,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19848153
Foredrag,2026-04-28,2026-04-28,2026-04-28 20:30:00,20.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19354167
Andet,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18654219
Andet motionstilbud,2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813542
Andet boldspil,2026-04-28,2026-04-28,2026-04-28 19:15:00,19.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813697
Anden forestilling,2026-04-28,2026-04-28,2026-04-28 19:30:00,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18739723
Musik,2026-04-28,2026-04-28,2026-04-28 19:30:00,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19346227
Andre Film,2026-04-28,2026-04-28,2026-04-28 19:30:00,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847501
Jazz,2026-04-28,2026-04-28,2026-04-28 19:30:00,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19869377
"Andet motionstilbud, Børn",2026-04-28,2026-04-28,2026-04-28 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813706
Thriller/Gyser,2026-04-28,2026-04-28,2026-04-28 21:15:00,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879462
Danseundervisning,2026-04-28,2026-06-23,2026-04-28 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19728367
Ekskursion,2026-04-29,2026-04-29,2026-04-29 13:30:00,13:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19659804
Ekskursion,2026-04-29,2026-04-29,2026-04-29 19:00:00,19:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19834579
Rock/Pop,2026-04-29,2026-04-29,2026-04-29 19:00:00,19:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19802244
Klassisk,2026-04-29,2026-04-29,2026-04-29 19:00:00,19:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19859773
Andet,2026-04-29,2026-04-29,2026-04-29 20:00:00,20:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19531945
Gymnastik/aerobic,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815293
Ketchersport,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815573
Gymnastik/aerobic,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815586
Baby/barsel,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19692585
Andre Film,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847348
Andet motionstilbud,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815125
Andet boldspil,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815579
Danseundervisning,2026-04-29,2026-04-29,2026-04-29 10:15:00,10.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815618
Andet motionstilbud,2026-04-29,2026-04-29,2026-04-29 10:30:00,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815124
Andet motionstilbud,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815216
Tegnefilm/Animation,2026-04-29,2026-04-29,2026-04-29 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879437
